;text;target
78;fizykac h wyklad nie polecac choc podobno do przejscie b niestety nie polecac oblalac ja kilka raz choc nawet w urodziny tez oblal eh niezbyt przyjemny wyklada z slajdow dostepny w internet wykuc i ujsc zdac;3
79;miec em analiza z pan metr straszny nuda na wyklada glownie przepisywac skrypt w ogol nie umiec tlumaczyc zadanie robic na tablica z bleda i tak nie zdazyc przepisac bo wszystko zaslaniac swoj postura jak odslon to zmazywac kochac robic dowod twierdzenie ale robic tylko ten ktory SA na koniec skrypt ale SA i plus kolo banalny wystarczyc przerobic solidnie skrypt i miec zadanie na kolo wziac wprost z skrypt pozmieniany dane ogolnie dla ambitny nie warto a dla ten co chciec przejsc na warto sie zapisac nie miec sens chodzic na wyklad troche wlasny praca i byc dobrze;3
80;jezyk niemiecki b e srednio na jeza wszystko zalezec od ty jezeli znac jezyk i zapisac sie na kurs to tylko formalnosc to prosic bardzo na zajecia nic sie nie nauczyc chocby byc chciec plus byc taki ze na zajecia chodzic nie trzeba ale rownie dobrze mozna sie an eksternistyczny zapisac co nie czlowiek sympatyczny i co z to no nie wiedziec ja sie nic nie nauczyc m byc to dla ja czysty strata czas;3
81;w swiet skrzatow moze jedynie konkurowac z doktor krzeminski sympatyczna wykladowaccaa z pozytywny nastawienie do student zwlaszczac taki ktory nie widziec zaliczyc latwo chociaz dobrze byc sie uczyc z gleichgewichta niz on wykladow dobrze wspominac z on algabry p polecac;2
82;opinie na podstawa kurs wytrzymalosc material i na wydzial is sposob prowadzic zajecia zrozumiac czy potrafic nauczyc tak podstawa ocena w indeks zaliczec przepis z cwiczenie niespodziewajka brak poczucie humorupany poklada ogolny podejscie do student pozytywny polecac wszystko klarownie wytlumaczic;2
83;opinie na podstawa kursueorganiczny na wydzial is sposob prowadzic zajecia niezrozumiac czy potrafic nauczyc nie podstawa ocena w indeks zaliczec egzamin test otwarty niespodziewajka brak poczucie humoruz ogolny podejscie do student pozytywny zajecie prowadzic dosc chaotycznie ciezko cokolwiek zanotowac widac ze miec wiega tylko nie bardzo byc on wstanie przekazac za to prowadzic miec wielki serce dla student kilka termin egzamin pytanie nie najtrudniejsac malo kto nie zaliczac;3
84;opinie na podstawa kurs wykreslny cw na wydzial is sposob prowadzic zajecia zrozumiac czy potrafic nauczyc tak podstawa ocena w indeks zaliczec kolokwiac niespodziewajka brak poczucie humor w norm ogolny podejscie do student pozytywny na kazdy zajecia do zrobic rys dosc latwy pytac przy tablica z zadac rys pomagac naogol stawiac dobry ocena chyba ze faktycznie nie miec sie pojecie kolokwiac standartowy nic co wczesnie nie byc polecac zajecie prowadzic w mily atmosfera;2
85;informatyka wyklad jak trafic sie ten pan to nie za dobrze wyklad prowadzic bez sens nic sie nie mozna dowiedziec zawsze do tyl wzglad cwiczenie wymagac by byc na ten nuda sprawdzac obecnosc lub wywolywac na koniec wyklad pare osoba losowo z dowod na koncu byc test pytanie z kosmos ja grac m w chyb i ltraf i;1
86;kurs angielski b e dostateczny b ten pani zabardzo nie miec pomysl na prowadzic zajec do egzamin przygotowywac srednio jesli sam nie miec odpowiedni wiedza mozesz miec problem sadza z poziom ten zajec bylba dobry na b bez egzam;3
87;algebry liniowa na wydzial elektryczny air kolokwiac na wykladzie bo nie miec cwiczenie heh trzeba usilc sie starac zeby zrozumiec ten pani balagan jaki robic na tablica przechodzic ludzki pojecie czesto sie gubic przy rozwiazywac zadanie w glowa obliczac skomplikowany rownanie a nie potrafic dodac dwa maly liczba pierwszy kolokwium byc nawet prosty a zadanie byc czesciowo z poprzedni rok ale na drugi kolokwium juza nie byc tak rozowo ogolnie gdy ktos miec wybor bo pani prowadzic rowniez zajecia z algebry to unikajcie dac sie zaliczyc ale trzeba sie mocno wygimnastykowac pani ten nie uznawac zadnuch zaliczenie poza kolokwia wiec o dobieg nie miec mowa;1
88;trudno ja ocenic ten prowadzacy bo miec em z on tylko zastepstwo przez kilka zajecia wiec informacja byc szczatkowy zawsze jakis informacja a jak wiedziec dzis najcenny byc informacja opinia dodac em minuta dlatego ze sam o profesor nic nie wiedziec emoty wink graficzny zapis konstrukcja laborka elektryczny prowadzic zajecia bardzo sztywno tlumaczyc co i jak i sie zabierac do robota jesli cokolwiek sensowny narysowac es to dac ty zaliczec na kilka pierwszy zajecia nie oblac chyba zaden osoba u inny to sie zdarzac nie wiedziec jak oceniac rysunek praca domowy bo nasz po prosty zebrac nic nie mowic po kilka tydzien profesor skonczyc zastepstwo wiec nie wiedziec czy on spokojny podejscie i sposob ocena wynikac z to ze taki byc czy z to ze byc to zastepstwo z inny zrodlo slyszec em ze nie byc zly;3
89;byc em raz u on na odrobka wykopac ja na godzina przed zakonczeniem laborek byc nieprzystepna plotkowac obgadowac poniza i wydzierac sie na student nie miec u on zaden szansa evil;1
90;kto doktor liliac janicki kurs analiza matematyczny ii wyklad i cwiczenie ocena odradzac b pani doktor miec specyficzny sposob bycie chociaz wydawac sie starac powiedziec ze nie potrafic wytlumaczyc to co robic zmieniac tresc zadanie komplikowac nie rozwiaziwac do koniec;1
91;kurs polecac ocena litr pan laboratorium pan Jagielnicki byc naprawde spoko d duzy poczucie chumor laboartormum to czytac przyjemnosc pierwszy litr to word d tekst d litr exel wykres tabelka d litr wizytowka d litr power point prezentacja z wizytowka gropy d projekt dowolny program przedstawic na pan jagielnickiy laptopa ktory byc podlaczyc do zutn i;2
92;kurs analiza wyklad odradzac b juz po sam wyklad mial konkretny pojecia jak przegowniac z on prowadzacy utwierdzily ja w ten przekonanie relacja kolegow ktor miec przyjemnosc miec z ten pan cwiczenie na analize ii raga trzymac sie z daleki;1
93;bardzo fajny kobitka ale czas miec problem z znajdowac problem w kod tp wtedy wolac tyca a podchodzic i odraz wiedziec co byc nie tak z zaliczeen nie robic duzy problem;3
94;angielski w nauka i technica absolutnie polecac zajecie bardzo ciekawy i bezstresowy pan mariusz wiedziec chyba wszystko o wszystko na kazdy zajecia dowiadujec sie co i ktory byc akurat rocznica dwa kolokwi plus niezapowiedziany kartkowka u my byc dwa polegac na przetlumaczec kilka slowko na angielski uwaga przylapac na sciaganie to z dany praca ponadto obowiazkowy referat minuta na wybrac temat ocena koncowy pomiedzy a u my jeden dziewczyna olac referat i sciagac na jeden kolo przylapac i wyproszyc z sala a dostac;2
95;kto doktor maria szeloch kurs podstawa zarzadzac ocen dobrze nie b straszny nud malo nie zasnac m nie wiedziec jak inny ale ja szczerze mowic nic nie wyniesc m z ten zajecia prowadzaca byc moze mily ale sam forma wyklad ja odrzucic;1
96;jesli chodzic o pierwszy kurs trochy nudnawa wyklad na ktory sporo osoba chciec urozmaicic siebie czas spozywec wysokoprocentowy napoj wyskokowy obecnosc byc sprawdzac ale nie miec wplyw na ocene za to kolo byc dosc zakrecc z ujemny punkt drugi kurs byc o wieleprzyjemniejszy w semestr miec smy labork z multimedialny technika komputerowy ktory przejsc latwo lekko i przyjemnie co prawda trzeba byc sie przed laborka przygotowac w szczegolnosci przed matlab ale mimo wszystko byc okolo;3
97;kurs algebro z geometria analityczny w cw zszokowac ja fakt iz ten temat jeszcze tu nie miec shock nie no serio o kornel morawiecki mozna pisac i pisac czlowiek historia chyba wszystek ktory miec z on do czynic to potwierdzic czlowiek byc niesamowic po prosty jesli chodzic o nauczanie to hmm moc i potrafic nauczyc ja miec m z on algebre i radzic zaliczac u on w kolokwi lub za pomoc tak zwany dopytka bo zadanie z egzamin on sam nie potrafic rozwiazac autentycznie sam to przyznac ale na wyklad bywac ciekawie rzeklabym bardzo ciekawie wrecz przekomicznie lol;3
98;tak samo moge polecic na algebry i spoko czlowiek byle taki wiec na polibuda kartkowka kola zajebiscie polecac;2
99;bardzo przyjemny osoba przyjaznac student m po imie co poprawiac bardzo relacja nie spra w;3
100;wyklad u pani doktor wygladac standardowo szybko pisac czesto scierac tablica ale isc nadazyc prawie caly material byc z on skrypta zaliczec w ciag semestr kolo potem egzamin pisemny i ustny ewentualny poprawka i mozliwosc przedluzenie sesja warto tez byc aktywny na cwiczenia i jakos zaplusowac u pani doktor ulatwiac ten zaliczec stosunek do student jak bardzo w porzadek mozna pogadac o wiele sprawa czas opowiadac historyjka z przeszlosc dla osoba ktory chciec postudiowac algebry bardzo polecac troche wysilek i mozna spokojnie wyciagnac na koniec hmmm to ja wprowadze wy w pewien arkana egzamow u pani j otoz zdaza sie dosyc czesto z zestaw szczegolnie ten rat n;2
101;Jagielnicki Ryszard doktor miernictwo elektroniczny laboratorium ocena baardzo polecac b zajecie bardzo przyjemny mily atmosfera jak cos nie wiedziec moze wytlumaczyc a ty na pewno zrozumiec nie miec sprawozdan tylko protokol trudno nie zaliczyc czas moze pytac ale wystarczyc raz przeczytacc instrukcja i na pewno sie odpowiedziec koncowy ocena;2
102;  zajecie prowadzic byc w tawern wiec miec blisko od uczelnia jednak nie probowac przyjsc na zajecia podchmielen mgr Minikowski nie znosic to co byc oczywiscie zrozumialy zajecie nie byc wogole stresogenny nie musiec caly czas stac przy stol tenisowy w raz zmeczenie moc siebie przysiasc jesli nie byc cie na jakis zajecia moc sie umowic ze zaliczyc on u inny prowadzacy musiec miec oczywiscie usprawiedliwiec z ten dzien kazdy nieobecnosc to byc ocena w dol na koniec chyba ze odrobic ten termin na koniec byc krotki bezstresowy egzamin bez panika na egzamin miec minuta zaprezentowac fragment gra oczywiscie zeby ty nie utrudniac wybierac siebie osoba z ktory byc grac oczywiscie wszyscy zaliczac mrgreen mgr miniowski naprawde interesowac sie grupa moc bardzo podszkolic swoj technika ogolnie z caly serce polecac;2
103;rowniez polecac gosc rozumiec student i wiedziec ze on przedmiot nie byc wazny zaliczec test z a wyklad ciekawy ale nie trzeba na on chodzic jeden z dobry wykladowca na pwr;2
104;bardzo sympatyczny chetnie pomagac i wiedziec o co biegac w ten chemia zaliczenie bezproblemowy;2
105;kurs zastosowac komputer projekt bardzo fajny koles zapisac sie do on luzik na zajecie czuc sie swobodnie mozny sie z on dogadac i przedmiot byc ogolc ciekawy pan doktor swierczynski byc bardzo fajny wytlumaczy jak nie rozumiec sam czas z student zartowac bardzo mile podejsc do student miec fajnie poczucie humor;2
106;tomala Malgorzata mgr kurs angielski b e moc byc b jesli chodzic o przygotowac do sam egzamin to mozna miec wiele zastrzezenie poniewaz nie poinformowac my wystarczajaco dokladnie co do wymaganie na egzamin odsylac jedynie do informacja na www poza to nie przerobic smy zaden przykladowy test stwarzac tez problem jesli chodzic o dopuscic do egzamin bez zaliczony kolo u on nie miec szansa nie chciec siebie psuc statystyka osoba ktory zaliczyc po on zajecia egzac jednie jesli byc sie w miara aktywny w s to dawac duzo mozliwosc poprawa sam zajecie nie byc najgorzej prowadzic;3
107;ocena unikac jak ogien pani na cwiczenia z zawrotny predkosc rozwiazowac zadanie ktory stopien trudnosc byc porownywalny z zadani z skrypt lecz na kolokwi sprawa sie nieco komplikowac tutaj juza nie byc tak prosto zadanie byc wymyslny nie miec on w skrypt na egzamin byc latwo bo kto inny ukladac zadanie;1
108;opinie na podstawa kursuropejski wyklad na wydzial w wemif wyklad nie za nudny nie za ciekawa dac sie wytrzymac ten h cos nie cos d koncowy kolokwium referat podwyzszajak ocene hmmmm czy ja wiedziec p dobry calk ok pan lubic ciy na wyklady nie radze gadac i on przeszkadzac z zaliczeen problem nie bylo oblalo tylko kilka osob ktory sie nawet sciag nie chcialo robic;3
109;kurs historia architektura starozytny polecac b ocena wystawiac na podstawa obecnosci wyklad nudny ale czas cos ciekawgo mozny uslyszec i mnostwo kolorowy obrazkow hehehehe pan;2
110;wstep do algebry i geometria cioc dorotek bo taki pseudoni dostac od nasz grupa to chyba dobry prowadzacy z c wyklad prowadzic w bardzo szybki tempo odwrocisz sie do kumplo aby pozyczyc dlugopis odwracac sie i nie wiedziec co sie teraz dziac na tablica mrgreen stosunkowo latwy kolokwia dopytka dodatkowy zadanie baaardzo przyjazny podejscie do student sprawiac ze na zajecia do to wykladowca az chciec sie chodzic wszystko odbywac sie bez stres i w naprawde przyjazny atmosfera byc niczym dobra ciocie ktory zawsze pomoc;2
111;opinie na podstawa kurs geometria analityczny na wydzial is sposob prowadzic zajecia zrozumiac czy potrafic nauczyc tak podstawa ocena w indeks zaliczec kolokwi nie negocjowac niespodziewajka brak poczucie humoruz ogolny podejscie do student neutralny ocena ogolny zadanie na kolokwi jak z skrypt scisle trzymac sie zasada nawet co do termin konsulatacja minute po juz nie przyjmowac;3
112;doktor hab nie miec zdanie b patrzec nisko doktor wojs to bardzo wazny postac w dziedzina fizyka cialo staly caly s wiata cytowac;3
113;algebry liniowa z geometria analityczny ocena moze byc b no racja pani lila byc originalny oceniac surowo ale jak sie z nia dogadac to i podejsco zrobic kilka wiec;3
114;opinie na podstawa kursui ii na wydzial is sposob prowadzic zajecie chaotyczny czy potrafic nauczyc niebardzo podstawa ocena w indeks zaliczec egzamin pyt niespodziewajka brak poczucie humoruz ogolny podejscie do student neutralny na wyklada profesor przepisowac wszystek wyprowadzenie z wlasnorecznie napisany skrypt ktory i tak nie wymagac na egzamin jesli miec sie skserowany skrypt uczeszczanac na zajecia nie miec najmniejszy sens egzamin srednio trudny kryterium oceniac nieznac;3
115;ocena do przejscie miec em z doktor analiza zdac u ja w grupa osoba na kolo byc trudny lecz doktor calka twierdzic ze byc to podstawowy zadanka duzo dawac zglaszac sie do tablica nalezec byc przygotowac na kolejny cwiczenie czyli miec rozwiazac nastepny list na termin egzamin zdac wiekszosc osoba wtedy sprawdzac egzamina dr j goncarzwicz pan dra calka polecac ten ktory chciec porzadnie umiec analiza mrgreen;3
116;ja z on mial laborki i polecac jak najbardziez zadnych klopocikow ani nic odnosc humor to byc on trochy specyficzny i nie wszysycy sie z to smiej SA to przewaznie Pruby jakis docinek albo pruba wymuszenie smiech smiac sie mozny nie tylko z tekstow na wyklad tez nawet spoko ale zawsze latwielszyc byc termin i dobrze na on pojsc poprawiac polecac;3
117;kurs analiza matematyczny ocena polecac b naprawde przesympatyczny kobieta na wyklady tryskal humor tworzac niezapomniany atmosfere az sie chcialo chodzic jesli chodzic o sposob wykladac to nie bylo zleic Jesli tylko sie wyspales i potrafiles sie skupic dalo sie bez problem zrozumiec o co chodzic ja niestety rzadko sie wysypial wink ogolc analize zaliczyl na egzamin ale tylko dlatego z samodzielnie nie przerobil wiecej niz piecie zadana w calym semestrz cal moj nauka polegalac tylko na analiza a jakze inaczej rozwiazan zamieszczyc w skrypt przy K;2
118;dyrdy Agnieszka mgr inz fizykac h laboratorium b super kobieta zapisac sie do on kartkowka prosty nie miec niespodzianka nie zawsze oddawac sprawka latwo zalczyc u on wystarczyc zrobic i zrozumiec co powienies luzik na zjeci mozny zartowac czuc sie poprost swobodnie nie trzymac studentow dluzej niz trzeba konczyc wczesnie wychodzic wczesnie po prosty wszyscy zalcizajac u on;2
119;polecac pomocny mila przyjazny dla student bez problem mozny zaliczyc ppl robic kartkowka mozny troche sciagac zazwyczaj podstawowy pojecia z instrukcja nic wyszukany;2
120;polecac wszystek ktor lubia przepisywac skrypt nie patrzac do ksiazka lecz na wyswietlacz pan kolokwiac czastkowy zadanie latwy jak sie uczyc oczywisc i standardowy jak z skrypt d;3
121;powiedziec krotko pan doktor jet bardzo na on opinia ten byc potwierdzny przez wiekszosc nawet ten ktory miec jesli byc facet to miec szanka na jedynie tylko jesli jestesc super aktywny kochac chemia organiczny trzeba chodzic do typa na konsultacja co tdzien i pisac jakies rozszerzone kartkowka przyczepiac sie do wszytki dla dziewczyna byc milutki i potrafic przerwac w polzdanie rozmowa z student jes jakis dziewczyna choc na nieo spojrz ogolnie nie nie polecac straciec byc przez on cenny godzina w ciag dzien sesja zeby zalic popieprzona analize evil color yellow zedytowalac posta Twisted color;1
122;pierwszy i jak na raz jedyny raz spotkal prowadzacac ktora z usmiech na twarz podejdzie do grupa poustawiac za on stanowisko i powiedziec co maj robic nastawienie jak bardzo prostudencki nikt nie wywalac nie robic kartkowka nie pytac co nie zmieniac fakt z w droga na uczelnia dobrze przeczytacc tresc instrukcja zeby nie prowokowac sytuacja oceniajac sprawozdanie najwieksza uwage zwracac tylko na wykres dlatego do on trzeba sie przylozyc ogolc to jedyny laborka na ktory za nic nie robic mozny dostac moj ocena dla on d;2
123;doktor jagiello kolaczyk kurs historia cywilizacja b wyklad w miary ciekawy byc za nic a jesli chciec to cos napisac;3
124;kurs wstep do filozofia moc byc b pan sikor prowadzic bardzo nudny wyklad nie miec sie co oszukiwac niby mozna posluchac jesli ktos to interesowac ale wtedy byc trzeba sie bardzo skupic zeby nadazac za tokie myslenie pan m byc pare warunki zaliczec obecnosc ale wtedy tylko albo napisac wypracowanie na wybrac przez siebie temat zwiazac z ktorymkolwiek wyklad wtedy max to chyba kolokwium chyba nikt na to nie isc wlasny wystapienie przed grupa z jakims temat u ja jeden osoba sie na to zdecydowala i wtedy chyba mozny otrzymac ogolnie polecac human za punkt a i sie student za bardzo nie spocia przy on zaliczac;3
125;kurs chemia ogolna III wyklad ocena moc byc b wyklad jasny i klarowny pan muchy nie interesowac obecnosc wiec mozny wogole nie przychodzic material przerabiac skladnie i z sens problem byc zaliczec on forma zaliczec byc egzamin ktory byc test zaaaarabiscac trudny przy co kazd kolejny termin byc coraz to trudny od ja zaliczylo z osoba w termin z co z moj kierunek na pytanie z kosmos na szczescie wystrzelac byc w termin bo nie wiedziec co by byc pozno pan mucha obrac siebie za cel by byc zrozumiec w praktyka chem ogolny dlatego na tescie byc sam pytanie praktyczny z nazewnictwo i tym podobne i tak dalej nie miec pytanie teoretyczny co trochy utrudnie sprawy biorac pod uwage z mielismy z to tylko wykladc;3
126;spoko koles polecac;2
127;cwiczenie z fizyka naprawde ciekawy mozna sie duzo nauczyc sam wchodzic pozytywny atmosfera kolokwiac do przejsc przy odrobina dobry wola wyklad z mmfu strasznie nudny ale z nacisk na rzecz ktory trzeba wiedziec by zaliczyc zdecydowny wiekszosc student wyrazac sie o on pozytywnie ja rowniez polecac;2
128;rowniezc jak bardzo polecac swietny sympatyczny facet zajec SA ciekawie prowadzic i jeszcze pewnie sie kiedys do on zapisze;2
129;kto metr komorowski co chemiy ogolny wyklad cw wydzial ppt ocena cwiczenie chodzic trzeba byc tak zwany zadanie domowy nie miec niezapowiedziajek mozny zdobywac tylko ptk dodatnie niestety temat cwiczen nie miec nic wspolny z wyklad i raczy zaopatrzyc sie w polecac literature zaliczec egzamin zadanian gdzie wystarczyc podstawic do wlasciwy wzor mo z;3
130;polecac kurs ciekawy na koniec wystapiec przed kamera na dowolny temat nie dluzsze niz minuta ktory byc pozno analizowac w oko z prowadzaca nauka wszystko co w komunikacja potrzebny byc to cwiczenie wiec trzeba sie odzywac i cos robic ale zajecia fajny interesujacy;2
131;kurs prawo praca dawac rade b ogolnie wykladowca mily mozna z on po zajecia pogadac popytac sie w kwestia prawo byc chyba prawnik tez gdzies slyszec em obecnosc na zajecia sprawdzac czas przecietnie co zajecie na koniec kolokwium jesli uczyc es sie to na powaznie to zaliczyc jesli uczyc l;2
132;czesto on nie miec na zajecia na wyklada czesto gadac o bile a zdazac sie na jakis temat zaciac ten ktory nie nalezac do on grupa cwiczeniowy moc robic problem z zaliczeen wyklad;3
133;czeeee powiedziec tak ten prz metr;1
134;kurs analiza analiza algebry wszystko cwiczec czlowiek po wykladzie wiga maj pewien mylny pojecia dla ja numer co nie powiedziec grupa ktory oblal b ogolc porwadzaca bardzo pogodny bardzo dobrze nastawic do studentow jednak wymagajacy i zawsze oblewac minimum osob radze sie zastanowic jesli ktos miec zamiar nic nie robic i nie chodzic na zajecie to dobrze wybrac kogos inny;2
135;trzmiel justynac mgr inz fizykac h laboratorium b super kobieta nie miec wejsciowka oddawac tylko pierwszy sprawozdanie nie miec niespodzianka spokojnie z nia dogadac sympatyczny bardzo luzik na zajecie gosc u ja w grupa ja podrywal ale jakos on nie wyszloc zapisac sie do on jesli mozny;2
136;dylemat europejski ocena okolo b roniwez uwazac z koles byc dosc przyjemny jesli ktos interesowac sie choc troche to co dziac sie w Europa to napewno czas zabrac glos i podniesc siebie ocene z standardowy;3
137;kurs technik a cywilizacja przedmiot ciekawy wykladowiec naprawde okolo z zaliczeen nie miec problem oplacac sie chodzic na wyklad mozny dostac prosty pytnie i otrzymac dodatkowy plus ktory pomoga w wystawiac ocena jeszce raz goraco polecac;2
138;zajecie prowadzic z skrypt brac listy obecnosci i pokoleic kazda isc do tablica w ciagu h z raz trzeba isc d nigdy u on nei robil notatek z cwiczen zadanie robil sam z skrypt i wystarczyloc to by zaliczyc na d podstawa ocena to zaliczec oczywisc dwoch kol zadanie na kolo typowo skryptowy niestety na drugi zupelc odbiegaly ale ale zaskoczylac ja ten pani mowiac na drugi kolo z mozny wyciagnac skrypta i wlasny notatka lol;2
139;nie byc trudno zawsze byc jakis dobieg ogolc przyjazny dla studentow problem przedstawic sa klarownie czas zabawny;2
140;zgadzac sie z poprzednike doktor kornel byc bardzo oryginalny postac wprowadzac humanizm do nauczac matematyka probowac nauczyc podstawa teoretyczny w sposob niezywkl ciekawa kazdy starac sie wylumaczyc i jak robic przyklad to czesto bardzo kosmiczny ale dziek temu pokazywac ze matematyka to nie automatyk ze trzeba myslec natomiast jesli chodzic o nauka to duzoc sie czlowiek nie nauczyc przy kornel znaczyc przynajmniej nie tak by umiec wszystko liczyc i tak dalej nie polecac dla ten ambitniejszy natomiast faktycznie jesli ktos isc po najm lina opor to polecac jak tu kolezanka wspomniec juz niby kornia wydawac sie zakrecyc i zyc w dziwny swiecie ale to ze ktos sciagac od raz wykryc kiedys tez na cw dopisac smy osoba do lista kornel wziac lista nawet nie popatrzyc na ilosc osoba i nagle wypalic jakby nigdy nic;2
141;kurs angielski b e moc byc srednio na jeza b kurs byc bardzo bezstresowy nie miec niezapowiedzianych kartkowko zapowiedziany zreszta tez byc test i tak zwany ksia z;3
142;niemiecki a kobitka potrafic nauczyc byc bardzo wymagac wiec jesli ktos porzebowac do nauka silny motywacja i troche mocn e;3
143;pan doktor na zajecia cwiczeniowych z chemia nieorganiczc wrecz prosic o to zeby poprawic siebie u on ocena pozwalec przychodzic i poprawiac ocena do skutek a ze trzeba chodzic czas na konsultacja nie zgodzic sie ze co tydzien no coz do wszyscy trzeba nie powiedziec zly slowo szczegolnie ze z cwiczenie przyjsc ja bardzo latwo;2
144;ogolnie nudno nie chodzic metr za duzo na wyklad ale tez nie wymagac to nie miec list obecnosc i taki tam glupot ten pani lubic miec cisza na wyklada wiec dobrze malo czlowiek ktory sluchac niz tlum gadajacy student na fizyka podobno przepisywac z cwiczenie na fizyka nie miec przepisywac ocena wyklad byc na necie to byc wygodny choc na egzamin warto uczyc sie z skrypt pytanie nie byc latwy ale na poprawka dawac ten sam co na termin tylko mieszac grupa ty termin zrobic z duzy problem ogolnie do przejsc;3
145;swietny czlowiek naprawde bardzo przyjazny dla student jak w kazdy wf liczyc sie obecnosc ale nie miec problem zeby na koniec zalapac lubic zartowac widac ze praca sprawiac on przyjemnosc;2
146;kurs rowa rozniczkowy ocena chodzic ideal jak na politechnike przystac albo moc jak byc powinien wyklad nieobowiazkowy wystarczyc ze chodzic ten osoba bo od ktos trzeba spisac co byc na kolokwium kolokwium przewidywalny prowadzic podawac zdanie wystarczyc zrobic i miec sie w kieszen ewentualnie spisac od ktos bo to tez nie stanowic problem;2
147;poprzednik mowic o komputerowy wspomagac praca inzynierski a ja powiedziec o teoria uklad cyfrowy pan tez byc wyluzowac nie robic problem kolokwi byc moze udac sie na zaliczenie wystarczyc napisac pozytywnie jeden na pierwszy kolo polecac sie nauczyc i poswiecic troszke czas na to oceniac pozytywnie;2
148;ocena polecac humor zabawny nie zaliczyc u on totrzeba sie o to postarac ogolnie polecac nie znacac sie nad student jak ktos nie zdarzyc oddac przed czas tz zostalo minuta do onca zdanie protokole to m bez sprawdzac i miec napewno z raz zapyc prz zdanie protokol pytac sie co i jak sie wzielo z co to wynikac i tak dalej odajemy protokoly na koniec zajec sprawka do dom wielki za to;2
149;podstawa inzynierria materialowy elektryczny bardzo nudny zero obecnosc ewko lo brak slaby ale zdarzac sie objaw poczucie humor wink neutralny moc byc ale tylko z wzglad na spsob zaliczenie zaczac trzeba od to ze profesor mazurek za cel prawdopodobnie postawic siebie zanudzic student pan pierwszy zajecie jeszcze dac sie zniesc co nieco byc jasny potem nie wyniosl em z zajecia kompletnie nic roll profesor wypisywac przez caly wyklad jakis wzor i konczyc w styl twierdzenie maxwella;3
150;miec em przyjemnosc miec z ten pani wyklad powiedziec krotko wiedza miec duzy ale nie potrafic on przekazac czesto mylic sie przy tablica robic zadanie na zaliczec dwa kolo u ja pierwszy zaliczyc okolo soba na caly grupe czyli ponad drugi jeszcze malo zaliczyc kolokwium poprawkowy zaliczyc osoba wiec pani isc my na reke zrobic jeszcze jeden poprawkowy ale juz nie dla wszyscy tylko dla ten ktory wedlug on pokazac na poprawka ze cos tam umiec ja zdac em na pierwszy poprawkowy i miec em spokoj w suma mily dla student chyba ze sie zdenerwywac ostatecznie nie polecac po co sie meczyc jak u inny mozna zdac bez problem ps z to co my powiedziec to po ten rok isc na emeryture;3
151;kurs fizykac laboratoria ocena unikac b pani doktor nalezec do fanatyczka fizyka juz na sam poczatek zaczac my wmawiac ze fizykac to nasz hobby uwazac ze fizyka byc wazny przedmiot i powinien smy on dobrze rozumiec niby prawda p raz lub dwa w semestr robic wejsciowka ktory z regula byc bardzo trudny do zaliczec takze trzeba pozno latac na konsultacja i sie meczyc na sam laboratori pytac zawsze i to bardzo szczegolowo potrafic wywalicza drobny pierdola nie uczc sie tylko z instrukcja kazdy pojecie ktory z instrukcja nie rozumiet musiec znalesc w necie i solidnie sie nauczyc pytac o kazdy zjawisko ktory miec cokolowiek wspolny z dany cwiczenie nie byc lekko rowniez z sprawozdania choc tu nie zwracac az tak czesto dlategotez nie polecac jak miec wybor to gdziekolwiek indziej;3
152;opinie na podstawa kursuatematyczny i cw na wydzial is sposob prowadzic zajecia absurdalny czy potrafic nauczyc nieeeeeeee podstawa ocena w indeks zaliczec kolokwiac niespodziewajka brak poczucie humor sie ze miec ogolny podejscie do student ciezko ocenic skomplikowan osobowosc ocena ogolny pan Marek to prawdziwy model na zajecia robic przepisowac zadanie ktory nijak miec sie do ten z kolokwiow ciezko dowiedziec sie o wynik kolokwiow czas trzeba dzwonic do dom ogolny chaos i balagan w jeden reka pisak w drugi gabka wiekszosc czas poswiecac na glupa gadanie godny polecenie jedynie osoba ktory byc wstanin nauczyc sie wszystko sam i lubic sie posmiac w przeciwny raz odradzac jakikolwiek kontakt mozna sam zeswirowac;1
153;nudny mozna nie chodzic nie sprawdzac obecnosc teoretycznie na koniec kolo mozna robic jednak badac w internet zdolnosc patentowy wybrac przedmiot zajmowac to od do godzina im wczesnie sie oddac tym dobrze;3
154;na algebra faktycznie byc spoko ale na przyklad na analiza na osoba tylko przejsc daleko byc my wy brakowac;3
155;  evil jakby byc napisal co o to czlowiek mysle to by ja prokurator na glowy wlazl;1
156;filozofia natura elektryczny bardzo ciekawy tak referat nie dotyczyc bardzo dowcipny czlowiek ok dobry profesor prowadzic zajecia baardzo rekreacyjc temat byc ciekawy kawala sypac z rekawa zawsz upoliwac siebie jeden dziewczyna caly czas byc on meczyc i on imie byc wystepowac w wszystek histoyjk lol na tamat wybitnie naukowy mowic w sposob bardzo prosty i przystepny na zaliczen wystarczyc przyniesc praca na a;2
157;kto doktor pan mlynarz kurs chemia organiczny i laborki ocena polecac b pan doktor byc mily i wyrozumiac dla student nie robic zaden wejsciowka na laborka starac sie pomoc przy identyfikacja zwiazek jak i przy doswiadczenie ocena byc dobry nawet bardzo dobry polecac;2
