;text;target
511;tekst w styl stud i;3
512;ahao w ostateczny termin oddawac projekt kolo wieczor stwierdzic ze juz nie miec sila ogladac tworczosc studencki i kazdy kto byc wystarczac po prosty on wstawiac;3
513;kurs ciekawy mozna sie cos nauczyc nie za wiele bo malo czas ale podstawa tak;2
514;dokladnie jak kolega wczesnie mowic tylko nie zgodzic sie ze wykladac monotonnie;3
515;zeby zaliczyc kolo musiec najpierw zdac wszystek kartkowka jesli nie byc zaliczc kolo moc pisac ale nie byc znac wynik dopoki nie zostac zaliczc;1
516;jesli cierpiec na bezsennosc ten zajecie byc idealny lek d wyspic sie doskonale w czas on ale zwracac uwaga na wygoda dobrze pojsc do domuor ten sam temat potrafic powtarzac przez kilka zajecia;1
517;poprawa kolokwiow oczywiscie nie latwy dla poczatkujacego programowiec;1
518;tylko bodajze osoba pojsc z grupa cwiczeniowy na egzamin nie wiedziec jak to zrobic shock jezeli trafic do janaszak to miec naprawde duzy szczescie jezeli nie biegnij na korekta i sie do on przepic d;2
519;zajecie przyjemny bezstresowy;2
520;podejscie do student normalny;2
521;gladyc;0
522;przedmiot magnes cwiczec i wyklad ocena polecac to zie z moj miasto na cwiczenie przysypiac no ale ten dzien mial wykladc na to sie nie dziwie wygladac troche jak mis koala no przynajmniej wygladal jak on pamietac chodzic w fartuch;3
523;sa lub kolo hehehe oczywist test byc dostepny z ksiazka dla nauczyciel zawsze dawac tez sam wiec mozny latwo dostacc;2
524;halas url httpstarzakieuorg rafik forum viewtopicphp t link url wyklada oprzec na slajde ew rysowac schemat na tablica z poczatek myslal z bedzie okolo ale on odgornie zaklada z jestesmy fan tesla nic nie tlumaczy on m to co wiedziec i raczej nie przejmowac sie czy my to ogarniac jak przychodza wzmacniacze i inny sprawa to wtedy byc jazda d rysowanie szlaczkow o ktory sie nie miec pojecia chyba z byc sie po technikum elek i tam sie uwaz a;1
525;poza to pan doktor przypisywac duzy rola do definicja wszelki zadanie na kolokwia zaczynac sie wypr o;1
526;jak uczyc sie z ksiazka a nie z on wyklad to choc by byc nie wiedziec ile umiec ten kolo nie zaliczyc;1
527;zaliczec na podstawa przygotowac biznes plan albo referat;0
528;uwaga nie radze scigac pan urbanski to bardzo nie lubic;0
529;analiza matematyczny polecac wyklad pani chalina to czysty chaos mimo to z zaliczeen nie miec duzy problem;3
530;dziekowac pan profesor;2
531;jesli zrozumiec to co bedzie na cwiczenio to bez problem napiszecie kolo moze sie trafic kilka zadanek z cwiczenie;2
532;ogolny ocena nie tak zle ale nie wiele sie nauczyc;3
533;jezec ktos byl bardzo ambitny kolokwium chyba pytan ktore wczesni dal;3
534;warto chodzic na konsultacja;0
535;bardzo ale to bardzo sympatyczny persc;2
536;jesli chodzic na wyklad i notujecie informacja na ktory pani doktor zwracac uwaga to zdac w pierwszy podejscie;2
537;mowo tu szczegolnie o poczatk programowanie bo z ten przypadek mial nie bezposrednio stycznosc;3
538;koles czas byc bardzo ekspresyjny i moj zdanie potrafic zaciekawic kazdy kto chciec sluchac to o czymn mowic;2
539;labork istny rzez potrafic sie przyczepic do wszystek stwarzac problem z zaliczanie poszczegolny zajec trzeba sie naprawde niezle napracowac w porownanie do inny prowadzacy przyklad weglinska dac a za ten sam inny;1
540;jak sie sluch pan stadther to mozny odniesc wrazenie z powinien byc mianowac na glowny finansisty kraj setka analiza prywatyzacja konkursowo na dyrektorow opowiescic o pesej wiekszy niz tysiac zaliczec przez obecnosc ale dobrze nie rozmawiac na zajecie i nie rozkladac sie na lawa w cel drzemka;3
541;wyklad moze i SA ciekawy przekonujace i tak dalej ale nie wystarczajaca zeby rozwiazac zadanie przygotowac przez doktor k jak ktos lubic sadac maso to polececac;3
542;byc test i tak zwany ksia z;0
543;uwazac ze fizyka byc wazny przedmiot i powinien smy on dobrze rozumiec niby prawda pan;3
544;raczej trzeba pracowac w dom;1
545;i gdzie ten prosty zadanie;1
546;martynkien tadeusz doktor inz;0
547;co do sam wyklad pan doktor kaluszynski mowic bardzo cicho spokojnie i lekko monotonnie;3
548;robic potworny foch z robienie wpis ciagle on cos nie pasowac i nie miec czas;1
549;jednak nie probowac przyjsc na zajecia podchmielen mgr Minikowski nie znosic to co byc oczywiscie zrozumialy;3
550;analiza matematyczny i i ii cwiczenie i wyklad sposob prowadzic zajecia w zrozumialy czy potrafic nauczyc tak problem byc przedstawic klarownie podstawa ocena w indeks zaliczec kolokwiac czastkowy poziom trudnosc kolokwium kartkowka egzamin latwy jesli sie czlowiek uczyc niespodziewajka nie miec zaden poczucie humorua dobry humor ogolny podejscie do student przyjazny student tez czlowiek ocena ogolny polecac;2
551;wyjasniac wszystko co niezrozumiac dla studentow;2
552;docent;0
553;zaliczec z referat;0
554;nie naleza oddawac ten sam projektow bac z miejsce naleza trzymac sie terminow wtedy miec najlepsz ocene;3
555;znaczyc przynajmniej nie tak by umiec wszystko liczyc i tak dalej;3
556;kurs polecac podwladny radosza wiec samo mowic za siebie pani kasia to istny aniol d dla student naprawde wyrozumiac na zajecia przy tablica mozna dostac co wplywac na koncowy ocena z zaliczec kolo h rok kolo byc z pot konsultacja;2
557;zaliczec spokojnie;2
558;pokaz slajd;0
559;katynski e mgr callanetics b callanetics co to wogoole byc w suma to zajec robic sie brzuszek pooznie troszke rozciagac jakies cwiczeniac na udo i lydka;3
560;wiec nie miec problem;2
561;w kazdy moment moc podejsc do ty dac ty kartke i kazac wpisac swoj dane;3
562;pomimo to ze trochu ja wyrolowac na semestr to z mily chec wybrac em on i na drugi;3
563;na wyklada byc spokojnie rozwiazywac na tablica mnostwo przyklad ktory w wiekszosc mozna zrozumiec;2
564;potem jak byc em keidys u on to specjalnie w moj sprawa dzwonic do dziekanat jak to opowiadac em ludzie ktory miec z on doczyniec to robic oko jak zloty;2
565;ale wystarczyc ja zeby stracic chec na pojawiac sie tam wiecej raz;1
566;ogolnie byc wyrozumialac co do sprawozdan i jak dla ja oceniac on bardzo lajtowo;2
567;krzyczec na student rzucac zlosliwosci potrafic meczyc delikwent bity dwa godzina przy tablica;1
568;zalicznie to tez nie byc wiekszy problem choc na gim semestrz fizyka duzo osoba miec poprawke egzamin i tak pytac do upadly az zaliczyc trzeba miec z pytan;3
569;dzieki on jeszcze byc student pan;2
570;z jeden strona dac sie u on zaliczyc bez duzy problem a jednak czas potrafic byc nieprzewidywalny;3
571;kurs algorytma i struktura dane cwiczeniac za specjalnie nic sie u on nauczyl;1
572;spytac sie to ty pomoc albo powiedziec z wy przeciez juz wszystko umiecie po co wy analiza;2
573;bogdan to czlowiek pozytywnie zakrecoc;2
574;mechanik powinien byc duzo prostszac do przeskoczec;2
575;zaliczenie miec jak w bank;2
576;trochy gnebic jeden koles ktory nie wiedziec nic ale jezeli czaic choc podstawa to nie bedziesz miec wiekszy problem zdac;3
577;w przeciwny wypadek mozna miec problem z zaliczeen kurs;1
578;zawsze mozna wyc rok;2
579;wyklad byc ciekawy choc nie zawsze dokladny i przejrzysty co wprowadzac spory zamieszanie;3
580;rowniez polecac osobiscie miec em problem z nauczeniem sie czegokolwiek byc moc dlatego ze duzo wyklad opuscic em ale i tak trzeba sie niezle postarac zeby zaliczyc kolo;3
581;jesli chciec sie nauczyc wybierz doktor gorniak;2
582;jezyka programowania ocena od bieda b co do to nie miec najmniejszych watpliwoscic;3
583;nie polecac zbytnio dla ten ktoriez chca sie nauczyc naprawde jezykac;1
584;opinie na podstawa kurs plyn ii laboratorium na wydzial is sposob prowadzic zajecia zrozumiac latwo sie denerwowac na student czy potrafic nauczyc;3
585;wojciechowski wyklad prowadzic bardzo cichutko;1
586;pani robic wszystko by nauczyc;2
587;zajec z ten pan to czysty przyjemnosc jednak trzeba chodzic bo za obecnosc miec sie;3
588;co do zaliczec to okolo trzy kartkowka prosty jednak bardzo rygorystycznie oceniac czegos zapomnic to ocena leciec w dol kolo sredno trudny nie pisal tylko znajomy ja mowic kolo poprawka poprawek poprawka czyli duzo mozliwosc i ogolnie to calk spoko gosc ja nic zly na on nie napisic tylko u uwaga u jezel inny grupa przed wy nie mial kartkowka to nie znaczyc z wy on nie zrobic prawdopodobienstwo wzrastac niepokojaco gdy na wyklad byc okolo os lol;3
589;na cwiczenia robic krotki wprowadznie do temat i czas przyklad;3
590;jesli brakowac ty dwoch punktow do zliczenie to i tak zaliczyc nawet bez dopytka;2
591;a ja uwazac z pan gewert nie byl zly;2
592;oceniajac sprawozdanie najwieksza uwage zwracac tylko na wykres dlatego do on trzeba sie przylozyc;3
593;niestety znajdowac sie na on szczegolowy pytanie;1
594;czlowiek ten wogole nie potrafic przekazac swoj wiedza o ile takowy posiadac;1
595;tez by metr nie polecac taki niepozorny diabel z on co szybko pisac na tablica niz niejeden student skroet w zeszycie trudno za on nadazyc;1
596;beench marchwicki g przyrzad polprzewodnikowy i laboratorium ocena moc byc b w suma nie najgorsza choc kartkowka SA dosc niestandardowy wymagac wiecej myslenie;3
597;na kazdy zajecia trzeba byc przygotowac z lista obowiazuc ktory znac przynajmniej na tydzien wczesnie;0
598;ogolnie polecac;2
599;ale jesli byc dobry byc ty isc na reka tak dac sie miec;2
600;ale cos za cos pani pedzic do przod z material jakby on caly wehrmacht gonic przez semestr przerobilismy okolo podrecznikow kserowka;3
601;pelny perfekcjonizm lecz do ten pora nie wiedziec kiedy docent;2
602;jak bardzo godny polecenie;2
603;nie byc nudno;2
604;jesli nie byc ty wiecej niz raz to dostawac byc grupa;1
605;regula byc chodzenie z jeden sprawozdanie po raz rekordzisc chodzic nawet po raz;1
606;zdac tez sie dac;2
607;pytanie byc bowiem podobny aczkolwiek nawet z znajjomosc on raczej trudno byc zaliczyc;3
608;tupac;3
609;Jesli niebardzo miec ochote sie to uczyc to miec dla ty dobro wiadomosc na cwiczenio zerznal niemal wszystko;2
610;przyznawac na konsultacja latal ale oplacalo sie;3
611;dodatkowo on ciagle pochrzakiwanie doprowadzac do szal;1
612;na zaliczen nalezec w grupa zrobic plan marketingowy ktory byc dosyc trudny do opracowac;1
613;moze nie dla to z pytanie byc kosmiczny;3
614;doktor byc bardzo konkretny w to co mowi i ten sam wymagac od studentow logiczny prawda co niektorzyc odbieraja za znecac sie;3
615;ciezko sie dostacc na on kurs dopiero w ten rok miec dwa termin;3
616;ocena z egzamin zaliczec pytanie prosty podac on wczesnie;2
617;moj zdanie nie miec co narzekac;2
618;na egzamin miec minuta zaprezentowac fragment gra oczywiscie zeby ty nie utrudniac wybierac siebie osoba z ktory byc grac;2
619;ocena polecac;2
620;idziesz do on albo do nikt;3
621;miec fiol na punkt calka;1
622;efekt taki z choc szczeknelo chrupnelo pomocnik sie zwinac z bol na wskutek doznany kontuzja ktory zreszta wykluczyc on z udzial w zajecia na dobry pare trening;1
623;kolo byc trudny lecz doktor calka twierdzic ze byc to podstawowy zadanka;1
624;warto chodzic do tablica;0
625;nooo pan mataczyc zaliczyl ja cwiczenie ale powiedzial zebym sie do on na laborke nie zapisywal d jak sie przylozyc to sie zaliczyc no ale tak byc z wszystko;3
626;niestety temat cwiczen nie miec nic wspolny z wyklad i raczy zaopatrzyc sie w polecac literature zaliczec egzamin zadanian gdzie wystarczyc podstawic do wlasciwy wzor mo z;3
627;jak ktos umiec liczyc i miec choc troche wyobraznia to powinien siebie poradzic u ten prowadzacy;2
628;zeby dostac bdb mozna byc miec nieobecnosc nieodrobiic nie mowic to dopiero przy wystawiac ocena;3
629;jesli chodzic do on gabinet to w koniec zdac;3
630;kawala sypac z rekaw;2
631;niestety my nie miec smy wybor bo ten dwa byc odgornie narzucic;1
632;no oczywiscie jesli czlowiek sie przykladal;3
633;doktor hab;0
634;zajecie prowadzic z humor przejrzyscie i rzeczowo jednakze dobrze zaliczyc wszystko w kolokwi bo na egzamin bywac rozny zadanie a nie miec szansa zeby doktor dudek postawic pozytyw gdyby sie zdarzyc ze zabraknac punkt miec swoj zasada i kropka centera;3
635;kurs przyrzad polprzewodnikowy labolatorium ocena nie miec dobry goraco polecac byc to przyklad osoba jak bardzo pozytywnie nastawiony do student;2
636;srednio zapisywalo sie do stronica a;0
637;palic jak smok jezeli byc osoba niepalacy i wybierac sie do on gabinet przygotowac sie na to ze trafic do cos co przypominac komin elektrownia weglowy d podsumowujac zloty czlowiek sam superlatywa nie potrafac naprawde znalesc cos na minus;3
638;nie mozna gadac czytac gazeta ani grac w karta;1
639;Jesli byc wybor to polecac doktor kulisiewiczo;3
640;ogolnie nie byc zle;2
641;kiedy przyjsc em w polowa sesja dowiedziec em sie ze niestety byc juz po czas dzieki co miec chyba caly miernika w plecy nie wiedziec czy ja z cwiczenie przepisza i po h w tydzien robic krok po krok to sam co rok wczesnie tez glupio jakos;1
642;fizykac laboratorium ocena b robic wejsciowka na loboratorium;3
643;na cwiczenio za duzo nie wytlumaczyc bo uwaza z od tlumaczec byc wyklad;1
644;w suma mily dla student chyba ze sie zdenerwywac ostatecznie nie polecac po co sie meczyc jak u inny mozna zdac bez problem;3
645;naprawde warto sie do on zapisac d;2
646;moze z analiza ii za duzo nie rozumialac ale ciesze sie z mialam okazje poznac pan doktor;3
647;wazny by byc wszystko pozaliczac;3
648;pierwszy co chciec napisac to to z wybierajac to czlo w;1
649;niestety czas sie nie nadazac z przepisywaen;1
650;bardzo dobrze znac sie na rzecz;2
651;na poczatek mily sympatyczny;2
652;ja lacznac widzial on raz pierwszy zajecie pierwszy kolo drugi kolo i jak poszedl po wpis;0
653;powodzenie;0
654;mozna powiedziec ze traktowac my z specjalny troska wink;1
655;ogolnie moc byc gdyz wyklad kiepski ale na egzamin latwo sie nauczyc i zdac;3
656;nigdy nie wysmiec ze przychodzic do on z prosty zadanie;2
657;wyklad przy to z duzy ilosc przyklad;2
658;gdyby kazdy wykladowca byc taki;2
659;prowadzic filo z;0
660;poza to pan calka nigdy nie uzywac podrecznik wszystko wykladac z pamiec;2
661;wyjatkowo dobry wykladowca przy to czlowiek wrecz niesamowicie zorganizowac;2
662;natomiast byc z pewnosc wymagajacy i surowy ja jednak bardzo polecac dac ja duzo do myslec;3
663;kurs analiza ii i rozniczka ocena polecac pani doktor nie miec siebie rowc wsrod matematyk;2
664;u my zadawal problem w miary omowil algorytm rozwiazac i reszta zajec wolny zwykle praca mozny w h napisac;0
665;co tu duzo mowice od ten rok przepisowac z cwiczenie;2
666;  Twisted goracooo nie poolecac;1
667;reszta jak wyzy d;3
668;bardzo pozytywny nastawienie do student moc dlatego gdyz jak miec em z on analize sam byc jeszcze student rok;2
669;ale pytanie SA tak sformulowac z wiecej czas nie potrzeba na napisac rozwiazac tylko trzeba wiedziec co pisac wyklada bardzo ciekawy widac z profesor naprawde rozumiec fizyke i starac sie ja przekazacc w dosc klarowny sposob;2
670;za caloksztalt nie polecac bo slyszec em ze byc lepsi od to pan i na koniec ten ten ten ten czyli ulubiony slowo gdy ktos robic zadanie przy tablica wink;1
671;ogolnie bardzo pozytywny choc troche zakrecic koles zawsze przychodzic w wygniecioc ciucha zupelnie jakby w on spac po calonocny popijawa;3
672;czesto oceniac przez palec nie miec problemow zeby zaliczyc;2
673;ten czlowiek nie motywowac ten czlowiek wkurz rada;1
674;podobnie jak w opinia powyzy moge powiedziec z bylo duzo sprawka do poprawa nawet po kilka raz;1
675;z zaliczeen nie robic problem ale na wysoki ocena trzeba juz umiec przerazajacy rzecz;3
676;jesli chciec sie przeslizgnac omijaj;1
677;gdy caly grupa byc nieprzygotowac to wszyscy dostawac punkt zaliczec to z kolo na koniec mozna zdobyc punkt z co punkt na;3
678;co do oceniac to widac ze byc bardzo wymagajacy kazdy szczegol potrafic wylapac i bezwzglednie tc punkt;3
679;koles pierwszy klasa;2
680;na poczatek byc latwy program do napisac turbo pascal i sie nie czepial;2
681;atmosfera Luzna mimo to zalecac tez zabieranie z siebie discmac prasa moc sie przydac;3
682;do kobieta rzeczywiscie podchodzic z wyjatkowy uprzejmosc oraz odpowiedni humor ale miec pewien zasada jezeli ktos czesto biegac do tablica to na koniec zajec przy zaliczenie w kolokwia podciagac ocena;3
683;corka nie podac sie do matka;3
684;poprawiac kolo moc raz ale dopiero w sesja przepadac ty zerowy termin z statyka wyklad;0
685;a ze trzeba chodzic czas na konsultacja nie zgodzic sie ze co tydzien no coz do wszyscy trzeba;3
686;ocena moc byc b elstako troche przesadzac imho co prawda pan doktor rzeczywiscie byc mily dla dziewczyna ale bez przesada;3
687;egzamin mozny pisac po polski ale preferowac byc angielski;0
688;jak caly ten przedmiot;0
689;nie trzeba prowadzic notatek ktos wymyslil juza dawno a;2
690;za probe byc gwiazdka punkt a to czas bardzo duzo;3
691;nawet jesli ktos nie spotkac sie do ten pora z pakiet offica choc myslec ze to malo prawdopodobny powinien siebie bez problem poradzic;2
692;zaliczec na pierwszy kolokwium zrobil prawdziwy masakre moze osoba mialy punktow;1
693;wtedy jak cos nie wiedziec to starac sie pomoc;2
694;Jurek byc ten osoba ktory zdecydowanie by metr polecic kazdy osoba chcacej sie choc troche nauczyc a przy okazja niezle sie bawic na cw;2
695;pan doktor tryski humor miec swietny podejscie do student i caly czas popijac sprite a w zima chodzic w kaleson a na fajeczka mozny z on pogadac na temat zaliczenie w suma trzeba byc ciezki jelop zeby nie zaliczyc kola w semestr po zadanek przy co na oba ten sam macier macier macierze funkcjonowac pod ksywa zyggi mial przyjemnosc miec wyklado cwiczenie bo nie bylo osobnych cwiczen uzyskac nie byc problem nawet sie dac byle nie walnac sie gdzies w znak na kolo naprawde dac sie lubic;2
696;kurs wstep do filozofia socjologia ocena moc byc b zgadzac sie z urso;2
697;ocena wystawiac SA na podstawa obecnosci;0
698;ocena ogolny nic straszny;2
699;no wiadomo ze wyglad indeks wazny ale wiedza wazniejszac;3
700;zanim sie zastanowil nad zadanie to juza trzeba bylo kartke ale jakos udalo sie zaliczyc;3
701;czas zdazac sie ze podzielic na druzyna i grac smy streetballa na kosze zwycieski moc raz opuscic zajecia bez konsekwencja;2
702;byc kilka dzial i kazdy byc prowadzic przez ktos inny;0
703;gosc rozumiec student i wiedziec ze on przedmiot nie byc wazny;2
704;na kolokwi zadanie SA podobny do ten z list wiec warto on przerobic na pierwszy termin z grupa osob zaliczylo okolo zadanie do poprawka ukladalac pani hajdusianek wiec juza wszyscy zaliczyc pan doktor brac do tablica ten chetny i niechetnych jesli nie umiec to min s;3
705;dodatkowo u my przynajmniej obszedl trudniejsze fragment material i powiedzial tylko z trzeba bedzie sie on nauczyc jasli ktos pojsc na egzamin;3
706;byl tez do napisac krotka list lub;0
707;fakt ze ja raczej nudzic em sie na laboratorium i bezproblemowo dostac em ale zadanie do wykonac byc ciekawy i system oceniac bardzo sprawiedliwy;3
708;jak to u my w grupa okreslil osobe ktor nigdy nie programowalac;1
709;na cwiczenia przyklad tlumaczyc w sposob zrozumiac pokazywac ciekawy i czas bardzo nietypowy sposob rozwiazywac zadanie;2
710;jesli nie zaliczyc es na i termin to brac pod uwaga obecnosc;0
711;praca wyrozniyc to max wyzszy ocena nie przewidywac;1
712;na kolo ten raz zadan za punkt na zaliczec punkt jak braknie a byc to zaliczyc;2
713;ogolnie polcac dla osoba ktory miec jakis pojecie o programowac;3
714;kurs podstawa analiza matematyczny doktor janicki hmm lol miec specyficzny poczucie humorurobic troszke bledow na wykladzie wprowadzajac przy to lekki chaosstarac sie dobrze tlumaczyc choc czas on to nie wychodzic kolokwia robic sredniedenerwujace byc tempo prowadzic wyklad mozny nie pogubicc jednak bardzo denerwujaca byc wieczny przedluzanie wyklad wrrr ile mozny;3
715;wykladowca z krew i kosc mowic ciekawie i potrafic zainteresowac;2
716;dobry odpowiedz to punkt zlo pkta;0
717;do to mozna sie pytac o wszystko;2
718;co prawda robilac na kazdy cwiczenio kartkowke ale wszystko potrzebny do szczesc bylo na on stryc wystarczylo wykuca;3
719;mozna zapomniec;0
720;z wyklad z on napewno nie dac sie nauczyc algebry duzo pomijac wiele zecz sam nie rozumiec czesto sie spoznie;1
721;osobiscie zrobilam wielki blad i olalac gorniak nie chodzilam na wyklada a cwiczen z on nie mialam a to skonczylo sie egzamin znadc na docent miec trudny system oceniac albo albo a punktow nie dawac za darmo;3
722;z przekazac wiedza roznie jesli ktos dobrze siebie radzic z chemia nie powinien miec problem jezeli miec z to klopot to raczej sie przy pani doktor nie nauczyc;3
723;warta uwaga byc on sposob zaglowac slowo i dobierac on w malo oczekiwany konfiguracja zupelnie pozbawiony regula jezyk polski dziek temu dosyc monotonny wyklad byc przerywac smieszny wypowiedzi przez duzy s;3
724;dac by metr on tak;2
725;kolokwium w forma test na koniec bodajze pytan jednokrotny wybor;0
726;borkowski a mgr inz;0
727;ogolnie nie miec co sie bac gladzia spoko z on zie;2
728;tlumaczyc calkiem niezle pod warunek z siedzic w pierwszy lawka i w dodatek tak z widziec co rysowac potrafic zaslonic cial rysunek i czarowac a ty nic nie widziec i pozn suprise wyjsc rysunek magik a zaliczenie byc nienajlatwiejsz;3
729;tomala Malgorzata mgr kurs angielski b e moc byc b jesli chodzic o przygotowac do sam egzamin to mozna miec wiele zastrzezenie poniewaz nie poinformowac my wystarczajaco dokladnie co do wymaganie na egzamin odsylac jedynie do informacja na www poza to nie przerobic smy zaden przykladowy test;1
730;test ktory byc prezentacja power point okolo pytanie n kazdy jakis sekunda;0
731;do rysunek juz bardzo lubic sie przyczepiac ogolnie miec natura maruda;1
732;na cwiczenio z to co slyszl tez byc spox a nawet bardzo spox;2
733;mozna sie sporo nauczyc w dobry atmosfera;2
734;obecnosc sprawdzac ale na nic nie miec wplyw bo ja zwrocilac stryc z zadan by metr zamienil ja na html owa ogolc zakonczyl z ocen ale ogolc ten przedmiot ja wkurzyl;3
735;oczywisc trzeba cos umiec a nawet wiecej zeba zostacc na laborka ale rekompensowac to spokojny przebieg zajec;3
736;doktor Piotr mlynarz chemia organiczny ii cwiczenie ocena polecac b doktor mlynarz prowadzic zajecia bardzo dobrze;2
737;byc em u dra wilhelma na wyklada i na cwiczenia;0
738;jedyny plus ten zajeca byc to z potem mozna poprawiac to kolo nawet raz bo ogolnie facet zaliczac ale max na;3
739;ogolc spoko koles;2
740;w wemif wykladc bardzo nudny dac sie wytrzymac ten h jak miec fajny gra na komorka albo karta i ekipe do poker nie kolokwium referat podwyzszajak ocene brak z on zartow smiejedziec sie tylko on sam student smiejac sie z on wredny meczacy ale spokojnie do przejscie mozny on olewac ale musiec byc cisza dobrze posiedziec ten h na wyklad i pouczyc sie na cos inny bo sprawdzac par raz w semestr obecnosc kolokwium zaliczyc kazda z dobry sciaga ksiazk encyklopedia przy siebie;3
741;nie dla osob ktore oczekuja od wykladowca z bedzie on przez caly semestr bawil a takze nie dla osob ktore uwazajac z zeby sie czegos nauczyc to wykladowca musiec byc cool;3
742;rohleder brac oddech podczas wyklad skoro mowic jeden ciaeg i w dodatek byc doskonale przygotowac do prowadzic zajecia;2
743;ciagly pisac teoria z ktory dobrze zapoznac sie w domowy zacisz na kolo nie miec teoria;1
744;czas tlumaczyc banalny rzecz po kilka raz;3
745;matematyka z on byc rzecz latwy prosta i przyjemny;2
746;do talbica zadanie isc robic student ktora sie zglosic jesli nie doktor seredynski rozwiazywac sam raczej czlowiek wiecej wynosic z to z sam siad w dom z skrypt ale warto robic notatka gdyz czesto na kol poruszac zadanie ciekawy ciezsze ktore pozni moze znajdowac sie na kolo podstawo zaliczenie pozytywny zaliczec dwoch kol;3
747;ja tak nie potrafic wiec ja ten wyklad niewiele dac;1
748;sysak bardzo znany postac na w;3
749;jesli w miary okolo to bez problem biznes plan;2
750;polecac infa cw babcia byc zajebista polecac latwo u on zaliczyc i nawet dobry ocene dostac;2
751;potrafic i co najwazniejy chciec nauczyc wystarczyc troszke popracowac w dom i naprawde nie miec problem z zaliczeen;2
752;na wyklada troche zle ale to wynikac moze z moj odpornosc na przyswajan nowy wiedza mozna sie zapisac na pewno nie byc zalowac;3
753;analiza na grupa cwiczeniowy osoba przepuscic z po ii termin egzamin;1
754;na odrobka wysylala jak musiec;2
755;coz nie zgodze sie z ty;3
756;kurs podstawa analiza cw rownanie rozniczkowy wyklad doktor anusiak byc rzeczywiscie b sympatyczny stary pan;2
757;dodac jeszcze z jak wykladc rano to na kolo warto on podrzucic poranny prasa na przyklad wyborczac;3
758;zawsze to pol ocena wiecej jesli miec sie po z kolokwiow;3
759;oceniac dosyc surowo jak wszyscy na ten przedmiot ale myslec ze byc to uzasadniyc w ten wypadek miec to my nauczyc dokladnosc;3
760;wprowadzac humanizm do nauczac matematyka probowac nauczyc podstawa teoretyczny w sposob niezywkl ciekawa;2
761;fizykac h labolatorium b kazdy prowadzacy z fizyka miec niestety swoj priorytet;3
762;mozny pozartowac na zajecie i konsultacj;2
763;na wyklad bywac zabawnie;2
764;nie warto chodzic jako zaliczec kurs oddawac sie referat z zalaczona rozlegla bibliografi;3
765;marian faktycznie napieraz zadanek w tryb taki jak by byc przekladac kartka w skrypt on wspolautorstwo ale dzieki to ze rozwiazywac zadc z skrypt miec wiecej przyklad rozwiazany ja przed kazdy kolo przerobic em zadanie do samodzielny rozwiazec i przykladowy kolo i na prawde dac sie zaliczyc bo nic ponad skrypt nie trzeba robic ps drugi kolo polec em ale miec em ten szczec ze calosciowke ukladac krzeminski i zadanek byc banalny dostac em polecac zapisac sie do krzeminskiy a na wyklad chodzic do gewert;3
766;powiedziec tylko tyle z jesli mialbym miec kolejny kurs z ten pan to nie wahalbym sie wogol;2
767;ocena wybraniec bog;2
768;profesor ciekawie prowadzic zajecia czas nie sposob nie spasc z krzeslo kiedy powiedziec jakis anegdota;2
769;mianowicie miec on konkretny pomysl na sprawozdanie i dobrze oddawac on wykonac wedlug konkretny wzor;0
770;tlumaczyc calki przystepnie kolokwiac do zaliczec spokojnie Jesli sie uczyc czas wymagac byc wprawy w liczenie ale poza to wszytsko okolo;3
771;wszystko dokladnie zaplanowac;3
772;starac sie wytlumaczyc material i w zasada on to wychodzic dowcip czas zarzuci i to nawet smieszny wymagac to byc fakt;3
773;tragiczny prowadzak;1
774;osobiscie nie znac nikt kto zaliczyc projekt i oblac u profesor;2
775;stasio duzo kurs z on miec em wszystek pozaliczac em w termin;2
776;podobno na laboratorium tez nie zaciekawa;1
777;lubic mowice o zloto i platyc to on ulubiony dziedzina czesto zartowac na zajecia a z on zaliczec u on nie miec problem;2
778;a ja wink nie no szczerze mowic bywac niemic ale pod koniec senstr wszystko jakos sie zaro z;3
779;komunikacja i ekspresja ocena moc byc b zajecie byc strasznie nudny;3
780;tits wyklad ocena moze byc pan leszek tlumaczyc jak krow na row jak dziecko w podstawowka;2
781;chciec student nauczyc;2
782;zawsze przyjacielsko nastawic do student wytlumaczyc kazdy problem i ostatecznie przepuscic chyba kazdy;2
783;ogolnie light;2
784;wprost serce bolec ze taki czlowiy zycie tak ciezko doswiadczyc poznacie on ten zrozumiec;3
785;student miec za glupek w niektory przypadek sie nie mylic twisted nie mowic to wprost ale tekst typutak nie czytac sc ten informacja w gazeta bo wy interesowac mandaryna albo doda;1
786;zalezec z jaki grupa miec do czynic;3
787;hmm jesli chodzic o ten stary o ten stary panie to moge ja polecic wyklada prowadzic dosc ospale dobrze jakby sie umialo skrypt gewert i skoczylasa na pamiec on kochac ten ksiazka i tu nie przesadzac natomias jesli chodzic o kola to pytanka SA dosc rozny to chyba zalezy od on humor;3
788;Jagielnicki Ryszard doktor miernictwo elektroniczny laboratorium ocena polecac b zajec byly zrozumiale prowadzak wiedziec o co chodzic i calek niezle wychodzic on przekazywanoie wiedza potrafia wytlumaczyc kazda problem jezel miec tylko czas poniewaz czesto wychodzic z sala;3
789;sprawozdanie musiec byc sliczny i przejrzysty i choc byc czep i;3
790;drugi kolo i plusik;0
